rank,orgnr,company_name,total_score,base_similarity_score,layer1_product_signal,comp_revenue,comp_growth,comp_margins,comp_scale_efficiency,comp_legacy_scores,matched_model,distance_value,feature_count_used,exclusion_flags,service_indicator,applied_penalty,penalty_flags,latest_revenue_sek,revenue_cagr_3y,avg_ebitda_margin
13,5564937695,Karlskoga Automation Aktiebolag,92.33691363759783,88.7854938823056,True,94.1574725702891,97.56899583712575,99.90447800350098,98.4526452345913,,global,0.04757876260617916,7,,0.0,0.0,,72990000.0,0.13506168433125731,0.0936541210438015
14,5561846238,Aktiebolaget Kulleborn & Stenström,92.2905582812748,92.2905582812748,False,98.56155042890879,98.34409925148671,99.15713391490091,98.82779670587331,,global,0.03209133740893096,7,,0.0,0.0,,108989000.0,0.05293005419337615,0.07964395553642843
15,5568148752,Tillmobil i Norden AB,92.02925263765762,92.02925263765762,False,99.15220479326072,97.10843626185395,99.5327513846717,98.46740686736968,,global,0.03322547841036666,7,,0.0,0.0,,86327000.0,0.13920070549591812,0.10899955836409336
16,5568256753,Cami Stängsel AB,91.82733651013083,91.82733651013083,False,96.72916046202906,97.81235420156959,99.929577933997,98.62660761537683,,global,0.03410405974221808,7,,0.0,0.0,,78209000.0,0.13272158459824435,0.09919115400700584
17,5562294529,Anderstorp Hydraulik Aktiebolag,91.72476135968438,88.19688592277343,True,98.80628707030726,,98.0900822343714,98.13184131010205,,global,0.05023941223867444,6,,0.0,0.0,,84704000.0,,0.07288157936605345
18,5569142747,Swedelift AB,91.6190919312825,91.6190919312825,False,99.5998145938646,96.72336828786644,98.81349417059107,99.29868870636352,,global,0.03501220353141212,7,,0.0,0.0,,102382000.0,0.03762741375349954,0.08737471245481433
19,5566478292,Gjöco AB,91.4496695718095,91.4496695718095,False,97.80952895903519,99.9998289250154,99.36127466024436,97.63304100946007,,global,0.035752569747692635,7,,0.0,0.0,,112442000.0,0.09040141179541861,0.09361725686947192
20,5560333576,Ifö Electric AB,91.0007740968656,91.0007740968656,False,98.16003600077148,98.1297482667876,98.24216605846895,99.83217839079217,,global,0.03772086917938372,7,,0.0,0.0,,110906000.0,0.0505806800622699,0.08487265728090802
21,5565963542,LIP AB,90.62040114404051,90.62040114404051,False,98.46714152159615,99.99997503717259,97.39408196579075,99.8671008610414,,global,0.03939632803906743,7,,0.0,0.0,,109458000.0,0.08988249610722243,0.14868259274201295
22,5564583051,Kafab Förpackning Aktiebolag,90.44634857305856,86.96764285871015,True,98.82185629701932,96.41506198527206,97.41465556824146,99.40258439029012,,global,0.05585362307103541,7,,0.0,0.0,,84771000.0,0.035174164099165184,0.08834010767861084
23,5568356074,Hexis AB,90.2848517548436,90.2848517548436,False,98.62586954886365,99.51019004124662,97.78448011964383,99.1970685069225,,global,0.04088019771617281,7,,0.0,0.0,,108662000.0,0.06990978313415286,0.06731143564709599
24,5561486845,Ottosson Truck Aktiebolag,90.28097039870899,90.28097039870899,False,99.98106745076151,94.13938621767278,99.23903361431955,99.0755657472422,,global,0.040897394131702215,7,,0.0,0.0,,94086000.0,0.019476456819457644,0.10602508099273254
25,5565416582,Refrico Aktiebolag,90.26109999481949,90.26109999481949,False,92.71274689445242,99.8870833845206,99.34418393291855,99.70539905860929,,global,0.04098544188224111,7,,0.0,0.0,,129132000.0,0.08037654280166073,0.08515903024911033
26,5569853970,Alphadev AB,90.07633570922864,90.07633570922864,False,98.78071696375434,94.94602360097008,99.69552558333392,98.46283849998375,,global,0.041805080243043774,7,,0.0,0.0,,84595000.0,0.15540234631781424,0.09137892748394633
27,5564785987,Vimarhem Aktiebolag,89.9651107606517,89.9651107606517,False,99.59958978404329,96.62806844124975,98.06739070422616,99.5771622060262,,global,0.042299299612671114,7,,0.0,0.0,,102384000.0,0.036857850306677875,0.10893151327261347
28,5568280670,Noxon Aktiebolag,89.9265565281967,89.9265565281967,False,98.38151445778357,99.69832560922933,98.1424490539329,,,global,0.04247075494965855,5,,0.0,0.0,,83035000.0,0.10580549991946775,0.13034902149944874
29,5565661724,Stockholms Styr-Team AB,89.6801995274592,89.6801995274592,False,97.74555593524947,,99.21599238397859,97.71101724861599,,global,0.04356807293767996,6,,0.0,0.0,,80944000.0,,0.11368173969350313
30,5591273171,Bohusbolagen AB,89.45147723413905,89.45147723413905,False,97.65947575146265,,98.36789991209726,98.89477881331251,,global,0.044589544613720083,6,,0.0,0.0,,80688000.0,,0.08040848701169939
31,5566901285,Galdax AB,89.10736025496621,89.10736025496621,False,98.21818639937334,99.74368465141339,97.1172658065958,99.67377430880529,,global,0.04613129929822429,7,,0.0,0.0,,110640000.0,0.07548259483149033,0.07627343337327532
32,5563437200,Talurit Aktiebolag,88.73349510262521,88.73349510262521,False,95.9089108648477,98.52496168832499,98.77812906962568,98.72396651834025,,global,0.0478130982407607,7,,0.0,0.0,,119503000.0,0.12502134163769307,0.11440000331444102
33,5564191640,IPC Industriprojekt AB,88.60081441106063,85.19309077986598,True,93.37846297360238,92.40007656768738,99.6536415816502,99.88571368821319,,global,0.06409993982966267,7,,0.0,0.0,,127259000.0,0.1707360585860349,0.08722334950347367
34,5562732726,JO Sport i Hudiksvall Aktiebolag,88.43236877741268,85.03112382443527,True,93.75568057342748,,99.86670133167219,96.53699608199881,,global,0.06486113355141584,6,,0.0,0.0,,126173000.0,,0.08888340164946418
35,5562563279,Ventilationsförbättringar i Malmö Aktiebolag /VFB AB/,88.31901864485359,84.92213331235921,True,96.98800740326007,95.3707527042564,97.985416573199,98.79658940030487,,global,0.06537417121296324,7,,0.0,0.0,,78853000.0,0.15252579753394957,0.07318848873289588
36,5564523453,HaMi AB,88.04417684390924,88.04417684390924,False,95.15326520611993,99.94396835623604,98.44035394218776,98.52033871333673,,global,0.050932595153866445,7,,0.0,0.0,,74810000.0,0.08322958015864268,0.07250227661140426
37,5565495412,Pumphuset Sverige Aktiebolag,88.02713053870661,84.64147167183329,True,99.99775858301163,97.12305236122378,96.61303744070085,98.32389655463577,,global,0.06669833224084792,7,,0.0,0.0,,96013000.0,0.04097742678485239,0.06443726054166822
38,5561282251,Hallberg-Sekrom Fabriksaktiebolag,87.8633479792693,84.4839884416051,True,96.67915160280471,93.74334534150032,99.52647664945147,97.2775466268273,,global,0.06744326219113944,7,,0.0,0.0,,78088000.0,0.017055605664087814,0.11541757005446404
39,5563073468,Almnäs Bruk AB,87.58153239123236,87.58153239123236,False,99.90817174043217,99.89680956709539,96.07784925538846,99.52967878656918,,global,0.053040011089021497,7,,0.0,0.0,,98743000.0,0.0992501520212048,0.13261054483066853
40,5569904583,Drillab AB,87.51853734124178,87.51853734124178,False,96.46310996638744,98.35103912105635,98.63116789434407,98.07010373262369,,global,0.053327823893686455,7,,0.0,0.0,,77577000.0,0.1270433341756012,0.12356142162449933
41,5564379427,Nordic door Aktiebolag,87.21350361767935,87.21350361767935,False,99.15606707252181,97.02754008579805,98.3509654201619,97.64120248621236,,global,0.05472440362460394,7,,0.0,0.0,,86347000.0,0.13989416996936366,0.07279487721275298
42,5561357988,VEÅ AB,86.76803186192356,86.76803186192356,False,99.85917065245708,99.14636084476435,96.92567326252127,98.13515638674158,,global,0.05677277147249025,7,,0.0,0.0,,91665000.0,0.11660656293049332,0.1285920676143711
43,5564375714,Abacus Sportswear AB,86.64318783633647,83.3107575349389,True,98.55261958930613,97.32022200236547,96.22924730215497,98.74208579320792,,global,0.0730370012309269,7,,0.0,0.0,,83674000.0,0.0427118901594008,0.06208169114122728
44,5561220798,Aktiebolaget Systemstöd Sverige,86.61593475312061,86.61593475312061,False,95.27952677399433,99.9092777015144,98.7264649267674,97.26216699041655,,global,0.05747455330750822,7,,0.0,0.0,,75056000.0,0.09867468306757576,0.10269784347139989
45,5561940437,GLA Aircargo AB,86.43086647340695,86.43086647340695,False,99.44937747888345,99.81208255143004,99.05045261506326,94.6683156218572,,global,0.05833012925094175,7,,0.0,0.0,,88044000.0,0.07757545640546426,0.07985344443190914
46,5562579432,Termodyn Industri AB,86.36298324084451,83.04133003927357,True,95.06643445543095,95.20814455523931,99.0132830508892,97.2374610623034,,global,0.07433269993927372,7,,0.0,0.0,,74643000.0,0.026410923114426943,0.13021729702897383
47,5568433246,NMV Industripartner AB,86.15414533833231,82.84052436378107,True,92.38307295395146,99.89035840952084,99.63540442545366,95.26996247968953,,global,0.07530112785709099,7,,0.0,0.0,,70157000.0,0.09953427010076576,0.10929646609608167
48,5564861747,Blekinge Pressgjuteri Aktiebolag,86.06218859290995,82.75210441625956,True,99.61727975152277,99.99464004282112,94.78833307998279,98.8784166750346,,global,0.07572829641683271,7,,0.0,0.0,,102225000.0,0.09212769456101988,0.09082002712443522
49,5562647817,Lideco i Dalstorp Aktiebolag,86.00955854525498,86.00955854525498,False,97.5982695186297,98.86039944773864,98.30911528451414,96.86418298518126,,global,0.060284700014308364,7,,0.0,0.0,,113320000.0,0.12075982233632243,0.07560362529207676
50,5562074442,Nola Industrier Aktiebolag,85.99539078373299,82.68787575358941,True,99.08809305925512,99.58460453588637,95.80538874099655,97.64825342700323,,global,0.07603887994485825,7,,0.0,0.0,,86002000.0,0.07150423318285859,0.056936815550976856
51,5564418092,Aktiebolaget Rosenfors Bruk,85.84468489909708,85.84468489909708,False,97.5576577718047,90.44708562496598,99.65502124503097,99.14753943219338,,global,0.061052204818087805,7,,0.0,0.0,,80392000.0,-0.0009394534355230411,0.11521092442730911
52,5567583702,Mavera AB,85.76526352000951,85.76526352000951,False,91.05543623533225,99.87369419749356,99.79992589561407,97.4081365467421,,global,0.0614224462195427,7,,0.0,0.0,,133601000.0,0.10023172435442573,0.08830202668862498
53,5564778164,VEIDEC AB,85.743985886369,85.743985886369,False,99.6369659840692,99.97056084591918,99.05081661478982,94.1328999655736,,global,0.06152169513503072,7,,0.0,0.0,,102044000.0,0.0850999473297791,0.11369700907255725
54,5562954569,Umlax Aktiebolag,85.71687640888742,85.71687640888742,False,95.37722047737292,97.36134105170466,98.48872406982302,98.3088397372395,,global,0.061648182205465675,7,,0.0,0.0,,75249000.0,0.13697062841620866,0.115991752738247
55,5567991459,Säkerhetsteamet i Skåne AB,85.65717884906529,85.65717884906529,False,93.1225303754215,99.83286848433004,99.54459255783486,96.65907092614512,,global,0.06192685945166589,7,,0.0,0.0,,71284000.0,0.07828482702425221,0.09502502034639534
56,5569002149,Maskin System Europe AB,85.61156637248624,82.3188138196983,True,85.02815258945479,98.38707319950012,99.77091156242466,99.53986138449145,,global,0.07782820157912611,7,,0.0,0.0,,148528000.0,0.05341856210605056,0.09617126189949751
57,5565448072,Ascade AB,85.6084515638684,85.6084515638684,False,98.22041209220457,96.74116595274556,97.26216033206659,98.98139043700158,,global,0.062154469796574886,7,,0.0,0.0,,82467000.0,0.0377723041689173,0.06738363300285666
58,5564387008,Smålands Miljö Aktiebolag,85.49323914115602,85.49323914115602,False,94.9876556536186,98.20069094184241,97.58886996181599,99.37295645801306,,global,0.06269315501774564,7,,0.0,0.0,,122472000.0,0.05134300191028429,0.1489558369145102
59,5567945778,P Maskin Automation AB,85.4795015455997,82.19182840923048,True,98.84237414733998,91.6851140627203,99.04193602507324,96.63308081415892,,global,0.07844571997899487,7,,0.0,0.0,,107510000.0,0.17460897187765667,0.07519508946786316
60,5564494374,Gunnar Blomgren Aktiebolag,85.42950532349415,85.42950532349415,False,95.85685412613856,93.31881061454519,99.31165971494367,98.75046066944083,,global,0.06299145970886362,7,,0.0,0.0,,76233000.0,0.014535935161466895,0.09454144560049611
61,5564644861,Swebolt Järfälla Aktiebolag,85.41836604268188,85.41836604268188,False,89.42362653198045,98.50459846910522,99.88053698108142,98.6587310423848,,global,0.06304361970706078,7,,0.0,0.0,,137801000.0,0.05478796590944901,0.10547328927278074
62,5564730801,APC Elinstallatören Aktiebolag,85.309300942893,85.309300942893,False,95.23253579509966,96.53585353082235,98.49733162813031,98.58080947312183,,global,0.06355467976686702,7,,0.0,0.0,,74964000.0,0.14392890676002645,0.09017915632456082
63,5564449824,Flux AB,85.25119058892882,85.25119058892882,False,92.3708952701256,98.14051584657611,99.21842192751463,98.13290826785497,,global,0.06382724162777968,7,,0.0,0.0,,70139000.0,0.12935638719746145,0.08953381319049213
64,5562820307,Nordic Cleanware AB,85.07770910411895,85.07770910411895,False,99.33739618305786,99.0936589226313,96.2491489298829,98.46657953831277,,global,0.06464204895694173,7,,0.0,0.0,,87349000.0,0.06263342800037752,0.06187220828151561
65,5590521398,dizparc Jönköping Infrastruktur AB,85.05336577929637,85.05336577929637,False,97.61881436299322,99.99514204383591,97.97030589810926,96.31148523658551,,global,0.06475651752186633,7,,0.0,0.0,,113236000.0,0.09202684957123974,0.10950488578747088
66,5562898998,Biora AB,84.97508972257053,84.97508972257053,False,97.05391027652477,99.93408058464071,96.676934439957,98.61774393350126,,global,0.06512481381450631,7,,0.0,0.0,,79022000.0,0.08265408071554003,0.158809854008298
67,5566004106,MAPTUN Performance AB,84.95384313537544,84.95384313537544,False,93.61120251285148,96.398897560656,99.60104928599507,97.6370788786595,,global,0.06522483956973689,7,,0.0,0.0,,72069000.0,0.03504834994695516,0.0952196874182268
68,5567154207,ppm Industrial AB,84.94770738965708,81.68048787467026,True,89.44802470922339,94.91598609941015,99.76196617719609,98.43907402058356,,global,0.08094201565965962,7,,0.0,0.0,,66236000.0,0.1556014777429735,0.09463401829908505
69,5562929322,Norva24 Miljöhantering AB,84.82947045012612,84.82947045012612,False,90.3920576842286,99.88203419441996,99.33957613450839,97.91812524244915,,global,0.06581086986856623,7,,0.0,0.0,,67416000.0,0.09988881940115046,0.11458008882231686
70,5564180403,P&V Ventilation i Nyköping AB,84.82497444737822,81.56247543017136,True,89.6703795911086,99.33932303363125,98.1492964277844,98.41942558916897,,global,0.08152035588416105,7,,0.0,0.0,,66508000.0,0.06665306347672506,0.07096809199705642
71,5563148153,Comex Electronics Aktiebolag,84.8125948445745,81.55057196593702,True,94.64538334875185,97.19958951401335,99.99459934149071,94.24808729097109,,global,0.08157873730463222,7,,0.0,0.0,,123527000.0,0.0416437412609334,0.10247146053215109
72,5562844687,System Hall AB,84.74820318664014,84.74820318664014,False,87.78228169478307,98.41354939962201,99.54782271307658,99.7228396119039,,global,0.06619425651594513,7,,0.0,0.0,,141885000.0,0.12632915963019964,0.10915528560056915
73,5569912677,Laholms Marin AB,84.68510349220134,84.68510349220134,False,98.68209374869349,,97.02650886489937,98.10663055736654,,global,0.06649218942461736,6,,0.0,0.0,,84186000.0,,0.06425058798375027
74,5565831822,Embriq AB,84.67481069874026,84.67481069874026,False,95.60477145438958,99.09198598586208,99.25624848394602,95.60706257551374,,global,0.06654080916334558,7,,0.0,0.0,,75708000.0,0.06260804338521742,0.10850947944189496
75,5566540422,Digitalist Open Tech AB,84.61575661690716,84.61575661690716,False,98.61971439954698,92.35173463435214,98.64710337987508,98.38968519159278,,global,0.06681987531648007,7,,0.0,0.0,,83936000.0,0.009049058035292656,0.07025514845438674
76,5566507439,Höglands Logistik AB,84.37358133483535,84.37358133483535,False,98.05857519374734,99.78307602923363,96.41624449701078,98.13544223274937,,global,0.06796634029844395,7,,0.0,0.0,,111362000.0,0.0766480396522089,0.12401242348599062
77,5568610256,Bilx Nordic AB,84.35362800452356,84.35362800452356,False,99.55196626522233,99.96555790516169,95.11538318023628,99.25121423797523,,global,0.06806094664193979,7,,0.0,0.0,,88751000.0,0.09535412421396816,0.05694320902160481
78,5565440178,Autoklaver & Desinfektorer MediCal i Göteborg AB,84.34385672340989,81.09986223404796,True,99.86412363116577,99.93797200352604,95.3490064616484,96.86842862517645,,global,0.08379556943408328,7,,0.0,0.0,,91732000.0,0.09717680446657062,0.13124235377103746
79,5564056249,Aktiebolag Klädkällaren i Göteborg,84.32378464087802,84.32378464087802,False,86.77814904664626,99.65729133956273,99.52737143296179,99.45099288967245,,global,0.06820248717656807,7,,0.0,0.0,,144332000.0,0.10684620747511464,0.08291831831427629
80,5565051314,Amsler Hiss Aktiebolag,84.31335539427178,84.31335539427178,False,99.9997668497644,98.45931700796463,95.67137474684414,98.91762475492774,,global,0.06825196262007882,7,,0.0,0.0,,95676000.0,0.05425433243642375,0.06404534622642809
81,5564931656,Secor AB,84.11643091800946,84.11643091800946,False,99.41442146974143,95.49419271689578,96.23349640787744,99.7570353323342,,global,0.06918730580517451,7,,0.0,0.0,,103887000.0,0.028384756172657788,0.12637165798306893
82,5568247588,Unimer Plast & Gummi AB,84.01245734669072,84.01245734669072,False,99.89976384975012,89.90721963309457,99.14214724982857,97.98991250371026,,global,0.0696820385576306,7,,0.0,0.0,,92257000.0,-0.003612133992390243,0.11187542992933525
83,5561857565,Sarstedt Aktiebolag,83.91953921799654,83.91953921799654,False,99.58622285398462,97.36081023850075,97.85806791255249,96.12613994545472,,global,0.07012468505777239,7,,0.0,0.0,,102502000.0,0.04307644172821501,0.06518049787223155
84,5561692699,Andrénverken AB,83.86143405190445,83.86143405190445,False,94.37164706357247,99.68235701031765,98.47939904066901,96.6506138611783,,global,0.07040173753771738,7,,0.0,0.0,,124355000.0,0.1062183947970603,0.12524151941244488
85,5562072396,Sydskiffer Aktiebolag,83.81144463892255,83.81144463892255,False,96.23380014887175,96.30880680611146,97.50926497218568,98.78018842121922,,global,0.07064024678192354,7,,0.0,0.0,,77054000.0,0.0343519643061625,0.11798347217891032
86,5564377231,Torshälla Industrisvets Aktiebolag,83.79796527856499,80.5749666140048,True,89.56936691807081,99.33889198414445,99.61751381204895,95.80168380569552,,global,0.08639286905339918,7,,0.0,0.0,,66384000.0,0.06664541473508123,0.10858248062443114
87,5566624762,Permat AB,83.704786340819,83.704786340819,False,90.27657559619507,97.58622639795547,99.30451513683333,98.50257600217589,,global,0.07114961025980296,7,,0.0,0.0,,67268000.0,0.04515203096793252,0.11690543034159986
88,5564607652,Magnusson Petfood AB,83.67160004872235,83.67160004872235,False,99.87198494839414,99.58100477477896,96.05364151721749,97.48146565074586,,global,0.07130822901480124,7,,0.0,0.0,,91841000.0,0.10862787043960953,0.13103837092323486
89,5560602632,Holger Andreasen Aktiebolag,83.66939786058055,83.66939786058055,False,99.00967427965215,99.95765700352318,98.72801592627182,93.79540826452072,,global,0.07131875692210163,7,,0.0,0.0,,85621000.0,0.0959338507464842,0.11657173665864165
90,5562374826,BL-INTERIÖR Aktiebolag,83.58745670384148,83.58745670384148,False,99.02351212583977,97.67362409160634,99.3111033807093,93.94769997633207,,global,0.07171068663288394,7,,0.0,0.0,,85687000.0,0.045981734656929785,0.07807084250550331
91,5561947572,Engelholms Glass Aktiebolag,83.57570325912428,83.57570325912428,False,99.28400523954566,97.10352339673938,96.99774837169929,97.54747289432692,,global,0.07176693560419639,7,,0.0,0.0,,87040000.0,0.040808773460495606,0.15299560773283602
92,5560390923,J.H. Tidbeck Aktiebolag,83.54707189558232,83.54707189558232,False,96.8645372671422,92.21552515821726,99.08185679713154,98.08285428429161,,global,0.07190399107755395,7,,0.0,0.0,,78542000.0,0.008301426483110497,0.10239867428209676
93,5563718526,Norteam AB,83.51676351766304,83.51676351766304,False,98.06127368032412,97.72590393394331,98.39414368242181,95.68675083342023,,global,0.07204912543617477,7,,0.0,0.0,,111350000.0,0.13356661125133473,0.12091621329856027
94,5560926742,Restaurang Tennstopet Aktiebolag,83.36038543913004,83.36038543913004,False,99.12135477947604,98.1230226606239,98.59630384977191,94.57189758566052,,global,0.07279879368151063,7,,0.0,0.0,,86169000.0,0.1295427112297669,0.12730377489648503
95,5566585690,Goodfellows Infra AB,83.3572550553811,83.3572550553811,False,94.30817900036159,95.22537274201778,98.32549612156458,98.83438351411894,,global,0.07281381492936431,7,,0.0,0.0,,73253000.0,0.15352362283878485,0.10925438198165471
96,5563096253,Tinter Industriförsäljning AB,83.35369768869553,80.14778623913031,True,86.59950280036365,98.65069896516361,99.80977686807053,97.14734578534431,,global,0.08851917101477111,7,,0.0,0.0,,144764000.0,0.12348591459833225,0.10334086666011595
97,5591696413,OAKS AB,83.29889055163594,83.29889055163594,False,98.64010040675754,90.10033750531335,99.42505482162396,97.6819555324864,,global,0.07309398224473647,7,,0.0,0.0,,84017000.0,0.18271495500120127,0.10920907418761495
98,5561879387,Färg-In Aktiebolag,83.27356636619768,83.27356636619768,False,99.94659363706032,95.87074665613326,96.05458789739708,99.05650933621877,,global,0.07321560708525061,7,,0.0,0.0,,97967000.0,0.1489776094719677,0.06937202193652792
99,5591706451,Innergårdsgruppen garage & betong i Stockholm AB,83.23204007650472,83.23204007650472,False,98.19116081969761,98.49568182563347,99.06691604896885,94.154760016653,,global,0.0734151260873605,7,,0.0,0.0,,82367000.0,0.1253695881329504,0.07643985680492833
100,5566575535,Rehobot Hydraulics AB,83.2138674063082,80.01333404452711,True,95.3395507286808,95.38406263650778,97.42522295455213,97.56046136250981,,global,0.08919075585857926,7,,0.0,0.0,,121362000.0,0.1524337234639146,0.07435521589777444
101,5561427427,Aktiebolaget Hällnäs Handelsträdgård,83.19520804284257,83.19520804284257,False,99.87667133589369,99.67601548280449,97.35728034496667,95.20084091384444,,global,0.07359217418341298,7,,0.0,0.0,,99266000.0,0.07367236369392738,0.11555889276918681
102,5566232772,Galore i Uppsala Aktiebolag,83.17303664145686,83.17303664145686,False,99.58988123446113,91.28006694764218,98.38974071190405,98.01281318280905,,global,0.07369878780578565,7,,0.0,0.0,,89034000.0,0.0033127050927586055,0.07300155695510079
103,5568643141,Bookmark Förlag AB,83.114057542626,83.114057542626,False,95.9771006979296,99.88383406230432,99.66665951116522,93.68111388411069,,global,0.07398253370485702,7,,0.0,0.0,,76490000.0,0.08023861111525776,0.09213820255656374
104,5561455469,VS Truck AB,83.11013129287534,83.11013129287534,False,96.65014430294616,98.6685368204036,97.8982632773733,96.43377078454051,,global,0.07400142987046994,7,,0.0,0.0,,116938000.0,0.05678934740791797,0.08678863854978845
105,5560999210,Falcks Omnibus AB,83.09123844129024,83.09123844129024,False,99.5858150085128,99.73038904955374,94.75688968085267,99.49919356511913,,global,0.07409236944189077,7,,0.0,0.0,,89003000.0,0.10494218518280496,0.17341957207849099
106,5566236450,Bosphorus Aktiebolag,83.06725985085724,83.06725985085724,False,91.94603607082638,97.4439401078737,99.65788759631975,96.81770489461105,,global,0.07420781868268637,7,,0.0,0.0,,131230000.0,0.043831585412139606,0.10491338907949976
107,5566656442,EPG Projektledning AB,83.0289519548252,83.0289519548252,False,96.17685393444346,98.14524503057189,98.06749432705662,96.59314664778267,,global,0.07439232811270804,7,,0.0,0.0,,76927000.0,0.05074598598931601,0.11546743532923558
108,5565462206,Reason Studios Aktiebolag,82.77980981806894,82.77980981806894,False,98.63558471294121,99.71354093837698,95.18253176995366,98.8732824566107,,global,0.07559439884332252,7,,0.0,0.0,,83999000.0,0.10540183405487102,0.06708640955603375
109,5567297832,Markera AB,82.72267497611234,82.72267497611234,False,91.72363976404674,99.99749115272452,97.92944468588796,98.03532177936664,,global,0.07587057521274618,7,,0.0,0.0,,69206000.0,0.09146385821880942,0.1265113393534156
110,5565096384,Play Box AB,82.69183265661538,82.69183265661538,False,98.41227280764492,99.18831368603833,95.39473282662767,98.80743099572194,,global,0.07601973900881594,7,,0.0,0.0,,109725000.0,0.06410942270210396,0.06679671806418208
111,5568124670,Turner & Townsend AB,82.50274111823069,82.50274111823069,False,89.24195643298866,,99.5393134801147,98.17597679550286,,global,0.07693546700955724,6,,0.0,0.0,,65987000.0,,0.0890933062572931
112,5561951947,Johpomek Aktiebolag,82.49456109655054,82.49456109655054,False,99.99841477187948,98.99964882846928,96.62568821991324,96.11633183455228,,global,0.07697512836923788,7,,0.0,0.0,,95100000.0,0.061241011833790715,0.06508776950963556
113,5560728528,In & Finn Scandinavien AB,82.48929147157557,82.48929147157557,False,97.13654534123887,99.7394365216502,96.65266237748288,97.13236362973282,,global,0.07700068056671532,7,,0.0,0.0,,79237000.0,0.10468944090004717,0.05936859991642117
114,5566078811,Bridgepoint AB,82.47159704764168,82.47159704764168,False,92.94765399550529,97.49017222479664,99.37270032509855,96.3112225283453,,global,0.07708649205408348,7,,0.0,0.0,,128477000.0,0.13579519462332867,0.10627024304342139
115,5565504866,Presona Aktiebolag,82.41238057288449,82.41238057288449,False,93.65526103650777,91.88524358039575,98.72237581041357,99.76940344496103,,global,0.0773738042752354,7,,0.0,0.0,,126464000.0,0.1735399793891652,0.07286239246342238
116,5566515689,ZilenZio AB,82.38298742328311,82.38298742328311,False,98.15188667792395,92.1692767923305,99.43631846844505,96.24593909645134,,global,0.07751649347952783,7,,0.0,0.0,,110943000.0,0.17200297738959258,0.07949030886247666
117,5590546692,Seafrigo Nordic AB,82.36030526111362,82.36030526111362,False,92.78039585379364,98.37496239058821,97.73864875379844,98.34510322125828,,global,0.0776266389643884,7,,0.0,0.0,,128944000.0,0.1267715990138374,0.09490049501057864
